engine;dev;jobs;targetiops;prociops;polling;terse_version_3;fio_version;jobname;groupid;error;read_kb;read_bandwidth;read_iops;read_runtime_ms;read_slat_min;read_slat_max;read_slat_mean;read_slat_dev;read_clat_min;read_clat_max;read_clat_mean;read_clat_dev;read_clat_pct01;read_clat_pct02;read_clat_pct03;read_clat_pct04;read_clat_pct05;read_clat_pct06;read_clat_pct07;read_clat_pct08;read_clat_pct09;read_clat_pct10;read_clat_pct11;read_clat_pct12;read_clat_pct13;read_clat_pct14;read_clat_pct15;read_clat_pct16;read_clat_pct17;read_clat_pct18;read_clat_pct19;read_clat_pct20;read_tlat_min;read_lat_max;read_lat_mean;read_lat_dev;read_bw_min;read_bw_max;read_bw_agg_pct;read_bw_mean;read_bw_dev;write_kb;write_bandwidth;write_iops;write_runtime_ms;write_slat_min;write_slat_max;write_slat_mean;write_slat_dev;write_clat_min;write_clat_max;write_clat_mean;write_clat_dev;write_clat_pct01;write_clat_pct02;write_clat_pct03;write_clat_pct04;write_clat_pct05;write_clat_pct06;write_clat_pct07;write_clat_pct08;write_clat_pct09;write_clat_pct10;write_clat_pct11;write_clat_pct12;write_clat_pct13;write_clat_pct14;write_clat_pct15;write_clat_pct16;write_clat_pct17;write_clat_pct18;write_clat_pct19;write_clat_pct20;write_tlat_min;write_lat_max;write_lat_mean;write_lat_dev;write_bw_min;write_bw_max;write_bw_agg_pct;write_bw_mean;write_bw_dev;cpu_user;cpu_sys;cpu_csw;cpu_mjf;cpu_minf;iodepth_1;iodepth_2;iodepth_4;iodepth_8;iodepth_16;iodepth_32;iodepth_64;lat_2us;lat_4us;lat_10us;lat_20us;lat_50us;lat_100us;lat_250us;lat_500us;lat_750us;lat_1000us;lat_2ms;lat_4ms;lat_10ms;lat_20ms;lat_50ms;lat_100ms;lat_250ms;lat_500ms;lat_750ms;lat_1000ms;lat_2000ms;lat_over_2000ms;disk_name;disk_read_iops;disk_write_iops;disk_read_merges;disk_write_merges;disk_read_ticks;write_ticks;disk_queue_time;disk_util
spdk;/dev/nvme0n1;1;600000;600000;0;3;fio-3.18-8-g1b5e1;run;0;0;70398376;2346534;586616;30001;0;20;0.063808;0.064631;781;1728;872.621987;14.831676;1.000000%=847;5.000000%=856;10.000000%=856;20.000000%=864;30.000000%=864;40.000000%=864;50.000000%=872;60.000000%=872;70.000000%=872;80.000000%=880;90.000000%=897;95.000000%=905;99.000000%=913;99.500000%=921;99.900000%=937;99.950000%=937;99.990000%=954;0%=0;0%=0;0%=0;781;1728;872.685796;14.831496;2346386;2351824;100.000000%;2349276.237288;861.312558;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.996667%;0.013333%;135;0;0;0.0%;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;100.00%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;/dev/nvme0n1;1;300000;300000;0;3;fio-3.18-8-g1b5e1;run;0;0;36000024;1199960;299990;30001;0;26;0.081884;0.064634;8;72;13.004310;3.090282;1.000000%=9;5.000000%=9;10.000000%=9;20.000000%=10;30.000000%=11;40.000000%=11;50.000000%=12;60.000000%=13;70.000000%=14;80.000000%=15;90.000000%=15;95.000000%=16;99.000000%=24;99.500000%=29;99.900000%=40;99.950000%=43;99.990000%=48;0%=0;0%=0;0%=0;8;72;13.086194;3.089640;1200951;1201440;100.000000%;1201398.762712;63.511970;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.970000%;0.026667%;123;0;0;16.5%;33.0%;49.4%;1.1%;0.1%;0.0%;0.0%;0.00%;0.00%;14.01%;84.32%;1.66%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;/dev/nvme0n1;1;400000;400000;0;3;fio-3.18-8-g1b5e1;run;0;0;48000004;1599946;399986;30001;0;20;0.080579;0.065094;8;892;20.985963;8.751102;1.000000%=10;5.000000%=11;10.000000%=12;20.000000%=14;30.000000%=16;40.000000%=18;50.000000%=20;60.000000%=22;70.000000%=24;80.000000%=25;90.000000%=29;95.000000%=34;99.000000%=43;99.500000%=48;99.900000%=59;99.950000%=63;99.990000%=226;0%=0;0%=0;0%=0;8;892;21.066542;8.750699;1601792;1602081;100.000000%;1601885.440678;51.300088;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.980000%;0.013333%;119;0;0;7.2%;14.4%;28.9%;44.9%;4.5%;0.1%;0.1%;0.00%;0.00%;0.01%;49.20%;50.37%;0.41%;0.01%;0.01%;0.01%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;/dev/nvme0n1;1;100000;100000;0;3;fio-3.18-8-g1b5e1;run;0;0;12000004;399986;99996;30001;0;20;0.085605;0.073978;6;58;9.859960;3.043124;1.000000%=7;5.000000%=8;10.000000%=8;20.000000%=8;30.000000%=8;40.000000%=8;50.000000%=8;60.000000%=8;70.000000%=9;80.000000%=10;90.000000%=15;95.000000%=15;99.000000%=17;99.500000%=20;99.900000%=36;99.950000%=39;99.990000%=44;0%=0;0%=0;0%=0;7;58;9.945565;3.044346;400301;400488;100.000000%;400464.220339;24.253736;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.983333%;0.010000%;130;0;0;80.1%;19.7%;0.2%;0.0%;0.0%;0.0%;0.0%;0.00%;0.00%;79.94%;19.37%;0.69%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;/dev/nvme0n1;1;200000;200000;0;3;fio-3.18-8-g1b5e1;run;0;0;24000004;799973;199993;30001;0;30;0.083538;0.077378;7;59;10.261735;1.836742;1.000000%=8;5.000000%=8;10.000000%=8;20.000000%=9;30.000000%=9;40.000000%=9;50.000000%=10;60.000000%=10;70.000000%=10;80.000000%=10;90.000000%=11;95.000000%=11;99.000000%=16;99.500000%=21;99.900000%=36;99.950000%=40;99.990000%=43;0%=0;0%=0;0%=0;7;59;10.345273;1.838194;800536;801025;100.000000%;800922.864407;68.293095;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.956667%;0.040000%;149;0;0;32.9%;65.8%;1.1%;0.1%;0.0%;0.0%;0.0%;0.00%;0.00%;42.77%;56.62%;0.60%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;/dev/nvme0n1;1;500000;500000;0;3;fio-3.18-8-g1b5e1;run;0;0;60000056;1999935;499978;30001;0;102;0.081031;0.085084;46;568;240.765262;101.154108;1.000000%=71;5.000000%=85;10.000000%=102;20.000000%=136;30.000000%=171;40.000000%=205;50.000000%=238;60.000000%=272;70.000000%=309;80.000000%=342;90.000000%=378;95.000000%=399;99.000000%=440;99.500000%=452;99.900000%=477;99.950000%=485;99.990000%=505;0%=0;0%=0;0%=0;47;568;240.846294;101.148958;2000909;2002688;100.000000%;2002286.593220;304.343393;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.993333%;0.000000%;114;0;0;0.4%;0.9%;1.7%;3.4%;6.8%;13.6%;73.1%;0.00%;0.00%;0.00%;0.00%;0.01%;9.24%;43.84%;46.90%;0.02%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;/dev/nvme0n1;1;700000;700000;0;3;fio-3.18-8-g1b5e1;run;0;0;70406084;2346791;586680;30001;0;27;0.063860;0.069583;784;1723;872.526281;14.818066;1.000000%=847;5.000000%=856;10.000000%=856;20.000000%=864;30.000000%=864;40.000000%=864;50.000000%=872;60.000000%=872;70.000000%=872;80.000000%=880;90.000000%=897;95.000000%=905;99.000000%=921;99.500000%=929;99.900000%=937;99.950000%=937;99.990000%=954;0%=0;0%=0;0%=0;784;1723;872.590141;14.817882;2347168;2351824;100.000000%;2349552.966102;1033.474838;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.996667%;0.000000%;91;0;0;0.0%;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;100.00%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
io_uring;/dev/nvme0n1;1;600000;600000;0;3;fio-3.18-8-g1b5e1;run;0;0;50441908;1681340;420301;30001;1;236;1.718120;6.498366;268;4750;2433.883030;108.766755;1.000000%=2342;5.000000%=2342;10.000000%=2342;20.000000%=2375;30.000000%=2375;40.000000%=2375;50.000000%=2408;60.000000%=2408;70.000000%=2408;80.000000%=2539;90.000000%=2572;95.000000%=2605;99.000000%=2637;99.500000%=2637;99.900000%=4358;99.950000%=4358;99.990000%=4423;0%=0;0%=0;0%=0;269;4751;2435.632933;109.164219;1676864;1698880;100.000000%;1683403.271186;6261.353442;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;41.570000%;58.423333%;118;0;0;0.0%;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.01%;0.01%;0.01%;0.01%;99.89%;0.11%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;nvme0n1;25776089;0;0;0;37017824;0;0;99.89%
io_uring;/dev/nvme0n1;1;600000;600000;1;3;fio-3.18-8-g1b5e1;run;0;0;51755384;1725121;431246;30001;1;233;1.670299;6.002976;90;4669;2372.082896;97.590147;1.000000%=2277;5.000000%=2277;10.000000%=2310;20.000000%=2310;30.000000%=2310;40.000000%=2342;50.000000%=2342;60.000000%=2342;70.000000%=2375;80.000000%=2473;90.000000%=2506;95.000000%=2506;99.000000%=2539;99.500000%=2572;99.900000%=3653;99.950000%=4227;99.990000%=4292;0%=0;0%=0;0%=0;91;4671;2373.785286;99.267430;1717920;1733688;100.000000%;1727305.389831;2289.216046;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;43.063333%;56.926667%;149;0;0;0.0%;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.00%;0.00%;0.00%;0.00%;0.00%;0.01%;0.01%;0.01%;0.01%;0.01%;0.01%;99.94%;0.06%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;nvme0n1;26271551;0;0;0;37005328;0;0;99.91%
io_uring;/dev/nvme0n1;1;600000;600000;2;3;fio-3.18-8-g1b5e1;run;0;0;70388956;2346142;586501;30002;0;0;0.000000;0.000000;272;3465;1745.274769;27.184562;1.000000%=1695;5.000000%=1712;10.000000%=1712;20.000000%=1728;30.000000%=1728;40.000000%=1744;50.000000%=1744;60.000000%=1744;70.000000%=1761;80.000000%=1761;90.000000%=1777;95.000000%=1794;99.000000%=1810;99.500000%=1826;99.900000%=1826;99.950000%=1843;99.990000%=1859;0%=0;0%=0;0%=0;272;3465;1745.312455;27.184443;2345928;2351096;100.000000%;2349196.576271;1059.948863;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;100.006666%;0.000000%;72;0;0;0.1%;0.1%;0.1%;0.1%;0.1%;0.1%;100.0%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.01%;0.00%;0.01%;100.00%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;nvme0n1;35155289;0;1531;0;60683519;0;0;99.91%
